"TOPOGRAPHY","ICE_BASE","Dist","model_bed"
309.5476,NA,32549.5268663553,66.743624
329.4227,NA,32618.5498491985,69.454051
307.9987,NA,32687.5846402195,72.164478
307.8534,-167.7766,32756.617219649,74.874905
316.693,NA,32825.6531167629,77.585332
318.5042,NA,32894.6987689231,80.295759
323.1874,-105.2326,32963.7488986506,83.8608968888889
344.5439,-74.0861,33032.8389673606,87.4260347777778
358.8172,NA,33101.9673047446,90.9911726666667
377.463,10.233,33171.1492093573,94.5563105555556
381.3653,22.2653,33240.4099051453,98.1214484444445
402.3615,NA,33309.7189977131,101.686586333333
412.6096,NA,33379.0877069113,105.251724222222
431.6352,84.7252,33448.4936439819,108.816862111111
453.4307,106.1907,33517.9297116763,112.382
471.2245,NA,33587.395578865,116.098111111111
484.3142,140.2442,33656.8928684479,119.814222222222
500.2728,152.4228,33726.4181317108,123.530333333333
507.5452,NA,33795.9936878927,127.246444444444
527.4469,NA,33865.5968299958,130.962555555556
528.92,165.15,33935.2517235134,134.678666666667
528.792,160.142,34004.9039114483,138.394777777778
544.0604,NA,34074.5681396017,142.110888888889
542.808,148.538,34144.231580778,145.827
546.3015,144.4715,34213.8591121852,145.396222222222
557.2077,NA,34283.4707115116,144.965444444444
555.6185,132.9885,34353.0681531846,144.534666666667
563.6002,133.9502,34422.6795455027,144.103888888889
570.541,NA,34492.2594828237,143.673111111111
582.9463,NA,34561.8570746953,143.242333333333
592.0783,138.1683,34631.435966992,142.811555555556
592.1034,130.9834,34701.015656134,142.380777777778
601.3738,135.0538,34770.5649923067,141.95
616.0851,142.1651,34840.0873547009,130.05156
617.6616,137.6616,34909.60265616,118.15312
611.078,126.798,34979.0793091304,106.25468
619.8064,133.0564,35048.5375707588,94.35624
617.7908,125.1308,35117.9605826582,82.4578
616.8529,119.5029,35187.3630841906,70.55936
614.8865,113.0565,35256.7444001463,58.66092
612.8289,88.1589,35326.093735346,46.76248
609.0378,47.1078,35395.4226530785,34.86404
610.6219,21.2019,35464.7193166201,22.9656
614.7589,27.6689,35534.0042695421,31.0098888888889
614.5801,43.1601000000001,35603.2577979975,39.0541777777778
619.0833,56.2133,35672.5062782794,47.0984666666667
625.5785,75.5185,35741.7267273812,55.1427555555556
632.0621,82.7021,35810.9210057101,63.1870444444444
634.8315,84.7815000000001,35880.1145852109,71.2313333333333
641.3164,90.7464,35949.2905725401,79.2756222222222
648.0752,97.1052,36018.4533069176,87.3199111111111
648.0515,94.9315,36087.6212353729,95.3642
652.3031,95.6831,36156.7966117777,93.6003444444444
659.7023,99.2423,36225.9913152048,91.8364888888889
667.0835,99.2434999999999,36295.1917518271,90.0726333333333
667.9412,95.1812,36364.4059793567,88.3087777777778
675.2887,98.5686999999999,36433.616792652,86.5449222222222
674.9099,93.3699,36502.835784321,84.7810666666667
677.733,88.6529999999999,36572.0301413134,83.0172111111111
684.33,89.0600000000001,36641.213848344,81.2533555555556
689.2649,87.6449,36710.3936749675,79.4895
697.4246,78.3646000000001,36779.5576390151,68.11569
702.9339,70.1839,36848.7072606195,56.74188
709.5367,66.0867,36917.832591521,45.36807
714.2453,60.1553,36986.9326413387,33.99426
718.341,46.751,37056.0110775283,22.62045
714.7835,31.1435,37125.0380877947,11.24664
708.1331,18.8431,37194.0084901722,-0.127169999999992
706.4644,1.13439999999991,37262.9230517022,-11.50098
709.5848,-11.9352,37331.7833600562,-22.87479
712.3825,-32.1574999999999,37400.5896232519,-34.2486
717.5612,-43.6588,37469.3371594409,-46.4928666666667
720.6707,-88.1593,37538.0511730352,-58.7371333333333
720.5801,-93.8899,37606.7256417118,-70.9814
720.3181,-99.1919,37675.3750108216,-83.2256666666667
720.0976,-105.7924,37743.9927439282,-95.4699333333333
719.4076,-121.0524,37812.5770187541,-107.7142
719.6583,-134.1817,37881.1111883797,-119.958466666667
720.9434,-142.1166,37949.6001817862,-132.202733333333
722.7501,-145.7099,38018.0358645043,-144.447
723.1456,-143.1044,38086.3975487309,-130.370855555556
724.6902,-122.0198,38154.7023244159,-116.294711111111
726.8621,-89.0079,38222.9597755181,-102.218566666667
729.0163,-60.7037,38291.1534866802,-88.1424222222222
731.861,-41.4690000000001,38359.3269473379,-74.0662777777778
734.3342,-25.7758,38427.4487003382,-59.9901333333333
736.624,-15.1659999999999,38495.5379160384,-45.9139888888889
739.5995,-11.3304999999999,38563.595409923,-31.8378444444445
741.628,-12.362,38631.634591804,-17.7617
742.9346,-19.2153999999999,38699.6405924742,-16.281181
744.0692,-30.3607999999999,38767.6340980953,-14.800662
745.421,-38.269,38835.6165231689,-13.320143
746.524,-58.7859999999999,38903.5824752546,-11.839624
747.1341,-65.3959,38971.5409099601,-10.359105
747.4395,-60.2405,39039.4902607934,-8.878586
746.8434,-51.0666,39107.4406651466,-7.398067
746.602,-32.528,39175.3993068792,-5.917548
746.607,-16.663,39243.3504257887,-4.437029
746.3032,-3.66680000000008,39311.3167605646,-2.95651
746.3364,4.14639999999997,39379.2757169658,0.345402222222222
746.6638,5.52380000000005,39447.2456602876,3.64731444444444
746.8676,5.79759999999999,39515.2061971175,6.94922666666667
747.0057,5.99570000000006,39583.167375037,10.2511388888889
747.6124,5.3424,39651.1140385573,13.5530511111111
748.2722,7.35220000000004,39719.0544016838,16.8549633333333
749.1712,11.6812,39786.996713547,20.1568755555556
750.7743,15.7743,39854.9291022618,23.4587877777778
752.582,23.182,39922.8955177512,26.7607
754.0363,32.2663,39990.8872435154,23.7874283333333
754.7391,37.0491,40058.9316579861,20.8141566666667
756.0992,41.8992,40127.0341713395,17.840885
758.7957,48.0957,40195.1991681053,14.8676133333333
761.6324,49.3123999999999,40263.4266456626,11.8943416666667
764.1093,49.5392999999999,40331.7188452335,8.92107
766.1425,45.9525,40400.0868315156,5.94779833333333
768.2482,18.3382,40468.5136519305,2.97452666666667
770.3447,2.04470000000003,40537.0076052149,0.001255
773.2428,-0.887200000000007,40605.5583713821,0.9554095
777.5864,-2.37360000000001,40674.184485819,1.909564
779.3178,-4.55219999999997,40742.8780116171,2.8637185
781.2803,-7.13969999999995,40811.6522768752,3.817873
784.6641,-7.66590000000008,40880.5186586069,4.7720275
788.1169,-5.96310000000005,40949.4407035914,5.726182
791.3603,-2.79969999999992,41018.4730834957,6.6803365
794.8547,1.3347,41087.5862993302,7.634491
797.3864,5.02639999999997,41156.7813041354,8.5886455
800.6428,9.54279999999994,41226.0685331577,9.5428
804.1629,12.6429000000001,41295.4264476087,6.4733
806.6713,13.0013,41364.8911504896,3.4038
807.9961,11.0360999999999,41434.4417625808,0.334300000000001
808.8864,9.09640000000002,41504.0732631556,-2.7352
809.9793,5.77929999999992,41573.8057436104,-5.8047
812.2005,5.00049999999999,41643.6364714861,-8.8742
815.1336,3.18359999999996,41713.5667509082,-11.9437
817.2397,-5.63030000000003,41783.5933328565,-15.0132
819.076,-15.814,41853.7147972007,-18.0827
820.5593,-23.3007,41923.9284680935,-23.8352444444444
821.7975,-32.1825,41994.2207529602,-29.5877888888889
823.3207,-36.6493,42064.5939907619,-35.3403333333333
824.4613,-41.4987,42135.0326844274,-41.0928777777778
825.5195,-56.4305000000001,42205.5517888723,-46.8454222222222
826.2444,-60.7056,42276.1311853985,-52.5979666666667
827.0173,-64.9227000000001,42346.7650482248,-58.3505111111111
827.9464,-69.7035999999999,42417.4496533022,-64.1030555555555
828.4166,-71.9534,42488.1768928334,-69.8556
828.8379,-68.4921000000001,42558.9532059348,-64.1975777777778
829.5274,-60.7226000000001,42629.7557797169,-58.5395555555556
830.1037,-53.0863000000001,42700.605174983,-52.8815333333333
830.7939,-43.8261,42771.4976282106,-47.2235111111111
831.4189,-33.2211,42842.42400066,-41.5654888888889
831.9531,-29.1669000000001,42913.3923451639,-35.9074666666667
832.2929,-25.8870999999999,42984.4012313482,-30.2494444444444
832.5915,-21.1785,43055.4416083313,-24.5914222222222
832.5515,-18.4385,43126.5199347761,-18.9334
832.2671,-18.9829,43197.6419733076,-28.94506
831.8156,-24.6944,43268.8096491426,-38.95672
831.5605,-35.4395,43340.0218293625,-48.96838
831.5073,-45.0427,43411.2717776267,-58.98004
831.588,-71.8820000000001,43482.560369355,-68.9917
831.6647,-81.1452999999999,43553.8861616641,-79.00336
831.8956,-92.4344000000001,43625.2391155227,-89.01502
832.6716,-108.0084,43696.6014293113,-99.02668
833.9773,-113.4327,43767.9696838195,-109.03834
835.5626,-118.7774,43839.3304541146,-119.05
837.7165,-120.0635,43910.6955770753,-113.973877777778
839.2828,-115.4672,43982.0803292495,-108.897755555556
841.0838,-109.5062,44053.4644808047,-103.821633333333
842.8179,-103.7821,44124.8620848423,-98.7455111111111
843.6655,-99.0645000000001,44196.2788319925,-93.6693888888889
841.8744,-95.2356,44267.68515715,-88.5932666666667
843.2291,-89.6309000000001,44339.1094216126,-83.5171444444445
844.6227,-83.9973,44410.5230885723,-78.4410222222222
846.709,-76.2909999999999,44481.9462747904,-73.3649
848.0191,-70.6109000000001,44553.352229551,-76.8170222222222
849.1983,-64.4317000000001,44624.7707094985,-80.2691444444444
850.6801,-60.7899,44696.1912333806,-83.7212666666667
851.4636,-61.6664000000001,44767.6262598192,-87.1733888888889
850.5198,-67.1902,44839.0806694396,-90.6255111111111
848.7792,-77.8707999999999,44910.5442181688,-94.0776333333333
848.9033,-86.5567000000001,44982.0254610228,-97.5297555555556
848.9016,-94.4084,45053.5124299364,-100.981877777778
854.5887,-99.6613,45124.9844095485,-104.434
853.7052,-105.4948,45196.4641550385,-96.68352
853.2126,-113.3574,45267.9222129609,-88.93304
852.6382,-117.1818,45339.3802632758,-81.18256
854.306,-116.464,45410.8455012492,-73.43208
855.4629,-111.3171,45482.3163537859,-65.6816
857.2123,-104.2377,45553.8016710921,-57.93112
859.2852,-96.9348,45625.304992612,-50.18064
862.5979,-79.9121,45696.8276266466,-42.43016
866.7754,-53.9946,45768.3483652883,-34.67968
871.0832,-32.7768,45839.8886227742,-26.9292
875.826,15.466,45911.4452037839,-16.6912111111111
880.5112,35.5712,45983.0116516974,-6.45322222222223
884.9262,47.0062,46054.6239778499,3.78476666666666
888.9487,54.9787,46126.2855751504,14.0227555555555
892.4703,58.8203,46198.0054314553,24.2607444444444
895.5777,61.0977,46269.8078341252,34.4987333333333
897.9094,64.2894,46341.6740943803,44.7367222222222
899.4089,65.6889,46413.6315502843,54.9747111111111
900.223,65.453,46485.6586506647,65.2127
900.4065,64.8865000000001,46557.7601154444,60.0959
900.1767,67.4067,46629.9302294632,54.9791
899.2675,71.3675000000001,46702.1777371359,49.8623
897.8587,74.2087,46774.473317324,44.7455
896.15,77.87,46846.8309959252,39.6287
894.0689,75.3788999999999,46919.2450412443,34.5119
891.3747,70.2047,46991.6836552714,29.3951
888.4798,53.8298,47064.1612052941,24.2783
885.5444,33.8444,47136.662158934,19.1615
882.6554,13.6554,47209.1906810669,34.02675
880.2505,-31.5295,47281.7419390278,48.892
878.4116,-44.4084,47354.3321504452,63.75725
877.2033,-19.4666999999999,47426.9419150872,78.6225
876.586,-0.903999999999996,47499.5774134346,93.48775
876.7162,18.4062,47572.2480294039,108.353
877.2079,62.7579,47644.9376309402,123.21825
878.3162,91.4562,47717.6595903857,138.0835
880.4886,133.8586,47790.4131702283,152.94875
883.3056,166.9556,47863.2079872977,167.814
887.4333,195.2833,47936.0364776864,176.59
892.6192,213.4892,48008.9015779183,185.366
898.6674,212.7374,48081.8167646913,194.142
904.9642,214.5742,48154.7647761172,202.918
911.5544,221.8644,48227.7557761816,211.694
918.27,225.62,48300.7968041359,220.47
925.0794,226.1594,48373.8870787694,229.246
931.9007,232.6807,48447.0335029597,238.022
938.3849,243.3849,48520.2311305436,246.798
944.4128,253.6228,48593.4763263397,250.340888888889
950.2683,265.9783,48666.7593330378,253.883777777778
955.3399,274.6899,48740.079469821,257.426666666667
959.681,278.751,48813.4124968901,260.969555555556
962.4484,275.8984,48886.7807129535,264.512444444444
964.7955,272.1355,48960.1566256782,268.055333333333
967.6443,266.9343,49033.5705512115,271.598222222222
971.3425,272.1725,49107.0246205377,275.141111111111
975.5785,277.9385,49180.5168245355,278.684
979.4301,279.1101,49254.0638719914,279.972777777778
983.6577,279.6477,49327.6438998681,281.261555555556
988.3872,282.4572,49401.2412708916,282.550333333333
992.9666,282.5966,49474.8263464285,283.839111111111
996.8682,278.8782,49548.3683009861,285.127888888889
1000.7746,277.3946,49621.8485493293,286.416666666667
1004.1836,277.1536,49695.25355972,287.705444444444
1007.136,279.396,49768.5506989666,288.994222222222
1008.3225,285.9525,49841.7565486716,290.283
1009.1124,290.5624,49914.8623991636,268.75878
1010.1823,284.8223,49987.8656043822,247.23456
1009.3146,276.4446,50060.7447247487,225.71034
1007.9188,254.3788,50133.5144865248,204.18612
1006.4547,240.0947,50206.1499381896,182.6619
1003.8853,193.8453,50278.6388027078,161.13768
1001.4691,158.2291,50350.9809112527,139.61346
998.5683,91.2883,50423.1715927798,118.08924
995.6739,73.4439,50495.2213807776,96.56502
992.8372,72.9672,50567.1452437415,75.0408
990.3506,81.5205999999999,50638.9700856458,88.7490444444445
988.2635,92.7835,50710.6920878241,102.457288888889
986.7648,98.5448,50782.3435482197,116.165533333333
985.7979,105.3379,50853.9256079943,129.873777777778
985.471,115.691,50925.4339379808,143.582022222222
985.8862,133.7562,50996.8845940246,157.290266666667
986.7474,173.3374,51068.2572696593,170.998511111111
987.8288,192.3188,51139.5735887597,184.706755555556
989.4208,196.8308,51210.8289018426,198.415
991.3043,199.7343,51282.0409134756,206.313
993.277,202.667,51353.2280555487,214.211
995.3862,207.5962,51424.4013364554,222.109
997.6622,215.3322,51495.5827693417,230.007
999.8453,225.7153,51566.7711591,237.905
1002.0857,239.9357,51637.9662134827,245.803
1004.539,248.509,51709.1707225079,253.701
1007.1684,255.9984,51780.3777134062,261.599
1009.8603,263.4903,51851.5734732084,269.497
1012.4092,270.5692,51922.7718207813,279.2539
1015.1332,283.4832,51993.970055952,289.0108
1017.8883,306.8483,52065.188994214,298.7677
1020.6762,319.4962,52136.4273846035,308.5246
1023.4583,333.2183,52207.6964379795,318.2815
1026.0226,351.5726,52279.0058884333,328.0384
1028.4463,355.2863,52350.3487718291,337.7953
1030.8815,359.0015,52421.7237856202,347.5522
1033.3208,362.9908,52493.1225256061,357.3091
1035.5664,366.5264,52564.5546080316,367.066
1037.8507,370.0907,52635.9992334753,370.176888888889
1040.3818,379.4218,52707.4744671633,373.287777777778
1043.022,386.342,52778.9541607575,376.398666666667
1045.5139,392.0039,52850.4521655412,379.509555555556
1048.0366,394.9366,52921.9616334888,382.620444444444
1050.4343,397.2943,52993.4646148145,385.731333333333
1052.6507,397.8107,53064.9832146917,388.842222222222
1054.9692,397.7492,53136.5105183218,391.953111111111
1057.1473,397.5373,53208.0644960185,395.064
1059.4551,392.0951,53279.6438294625,392.718333333333
1062.0202,392.1602,53351.252832801,390.372666666667
1064.7487,396.4687,53422.9248951717,388.027
1067.4982,407.6982,53494.6574527289,385.681333333333
1070.1478,412.5078,53566.4505207358,383.335666666667
1072.87,409.89,53638.3238624958,380.99
1075.4781,401.2081,53710.2595317089,378.644333333333
1077.8264,390.7064,53782.2620083134,376.298666666667
1079.8903,377.5803,53854.3330627031,373.953
1081.7926,372.7926,53926.4749549403,363.8107
1083.6353,367.2753,53998.6738828255,353.6684
1085.416,344.036,54070.9497436149,343.5261
1087.034,334.294,54143.2945568909,333.3838
1089.2287,313.4687,54215.6984090516,323.2415
1091.1262,318.3362,54288.1760708286,313.0992
1092.8987,320.2187,54360.7085158954,302.9569
1094.4448,310.6048,54433.3004470969,292.8146
1095.9894,301.9394,54505.9383067668,282.6723
1096.8413,273.7613,54578.6310934261,272.53
1098.3436,253.4436,54651.3828244941,268.895555555556
1099.6696,245.8696,54724.1855448136,265.261111111111
1100.41,243.54,54797.0611494766,261.626666666667
1100.7498,244.7798,54869.9834420534,257.992222222222
1101.148,245.908,54942.9532859381,254.357777777778
1100.9946,247.4546,55015.9506131137,250.723333333333
1100.8762,248.1062,55088.9403639731,247.088888888889
1100.6899,247.3499,55161.9155886366,243.454444444444
1099.7482,242.0682,55234.8469462047,239.82
1098.6954,235.8854,55307.7045737158,233.593444444444
1097.931,220.101,55380.4850287965,227.366888888889
1097.0406,208.5906,55453.2106803111,221.140333333333
1096.3836,203.3736,55525.854899327,214.913777777778
1096.5354,199.7354,55598.4506252504,208.687222222222
1097.6824,196.3424,55670.9885710376,202.460666666667
1099.7906,183.9706,55743.4861436513,196.234111111111
1102.8335,182.8535,55815.9667238689,190.007555555556
1106.333,182.343,55888.4181687506,183.781
1110.1598,184.4998,55960.8458675354,184.404
1114.192,186.692,56033.248893937,185.027
1118.2183,189.4983,56105.6303505207,185.65
1122.0297,193.2697,56177.981536189,186.273
1125.4999,193.9199,56250.3024852306,186.896
1128.5714,191.4614,56322.5924897097,187.519
1131.3122,184.7422,56394.8476490507,188.142
1133.6858,177.6058,56467.0544631627,188.765
1135.801,185.411,56539.2166390135,189.388
1137.2823,189.5123,56611.3370895141,176.68393
1138.4202,191.9602,56683.4021313911,163.97986
1139.2434,191.1534,56755.4230732112,151.27579
1139.5044,183.1944,56827.4029993512,138.57172
1139.4513,173.3713,56899.3416216495,125.86765
1139.3182,163.8382,56971.2550471824,113.16358
1138.9984,137.2584,57043.1376264351,100.45951
1138.9353,120.4153,57115.005086241,87.75544
1139.0536,103.5836,57186.8736359521,75.05137
1139.2493,66.3592999999998,57258.7285533359,62.3473
1139.7586,51.6486,57330.5654072511,52.0506
1140.4085,33.2184999999999,57402.4039118438,41.7539
1141.4951,26.0851,57474.2277096277,31.4572
1143.1815,23.3715,57546.0537867608,21.1605
1145.0194,17.6193999999998,57617.891163678,10.8638
1147.016,11.056,57689.7521179266,0.567100000000003
1149.1332,1.45319999999992,57761.6432475681,-9.7296
1151.1584,-14.6016,57833.5547302248,-20.0263
1153.3631,-24.6169,57905.5054456427,-30.323
1155.3925,-34.5275000000001,57977.4755346615,-42.658
1157.3709,-50.4491,58049.4853386275,-54.993
1159.387,-61.5630000000001,58121.5091937997,-67.328
1160.8696,-81.5504000000001,58193.5681055967,-79.663
1162.3478,-94.3822,58265.6660252584,-91.998
1163.6017,-104.0183,58337.7953516374,-104.333
1164.7582,-114.0818,58409.9679856792,-116.668
1165.9048,-120.4052,58482.1893720781,-129.003
1166.6514,-133.7086,58554.4402211527,-141.338
1167.3398,-142.3902,58626.7252085133,-159.3343
1167.5244,-151.5756,58699.0123497536,-177.3306
1167.6827,-166.9573,58771.3186143775,-195.3269
1167.6469,-177.3531,58843.6260068654,-213.3232
1167.3552,-190.9848,58915.9148196577,-231.3195
1166.744,-216.076,58988.2238959662,-249.3158
1165.7372,-239.2028,59060.5453614301,-267.3121
1164.7563,-273.3837,59132.8839738952,-285.3084
1163.9643,-296.3057,59205.2728778507,-303.3047
1162.76,-316.08,59277.7106921489,-321.301
1161.8919,-344.7981,59350.199784033,-349.787555555556
1161.0031,-372.6769,59422.7551564212,-378.274111111111
1160.4828,-414.0072,59495.3733170864,-406.760666666667
1160.1452,-440.5248,59568.055064057,-435.247222222222
1160.3744,-465.0456,59640.7907135629,-463.733777777778
1160.8208,-501.7092,59713.5754086732,-492.220333333333
1161.4502,-525.8298,59786.414127984,-520.706888888889
1162.3817,-552.2783,59859.2961523721,-549.193444444444
1163.6871,-569.2829,59932.2255137029,-577.68
1164.7286,-586.6014,60005.1902924378,-591.874333333333
1165.4598,-614.3702,60078.208352089,-606.068666666667
1165.7454,-633.3946,60151.2639626192,-620.263
1165.5642,-652.9458,60224.3595910959,-634.457333333333
1165.0099,-663.2101,60297.4984816692,-648.651666666667
1164.0269,-673.9031,60370.6833278118,-662.846
1162.8335,-686.8465,60443.8985098137,-677.040333333333
1161.4482,-692.9418,60517.1650710657,-691.234666666667
1160.0492,-700.8308,60590.4634088052,-705.429
1158.5326,-706.6674,60663.7969458927,-683.2883
1157.0195,-708.6805,60737.1818449091,-661.1476
1155.7374,-710.7026,60810.5975606029,-639.0069
1154.9572,-711.9728,60884.0643805207,-616.8662
1154.5946,-705.8454,60957.5718329283,-594.7255
1154.1976,-695.0024,61031.1246849728,-572.5848
1153.6789,-668.2611,61104.7157924773,-550.4441
1153.3815,-615.4885,61178.3491850027,-528.3034
1152.447,-586.423,61252.0309114907,-506.1627
1152.2596,-486.2404,61325.7645537223,-484.022
1152.9475,-461.8425,61399.5399756619,-463.535666666667
1153.3405,-427.0395,61473.3721492282,-443.049333333333
1153.6614,-405.9086,61547.2448964564,-422.563
1153.9216,-374.4284,61621.1658440992,-402.076666666667
1154.1105,-358.6195,61695.1251616912,-381.590333333333
1154.1551,-348.1249,61769.129625988,-361.104
1154.4357,-332.3043,61843.1876686371,-340.617666666667
1155.066,-321.314,61917.2846403755,-320.131333333333
1155.8194,-304.0906,61991.4462773467,-299.645
1156.6639,-292.8061,62065.6407177127,-301.996666666667
1157.5471,-280.6029,62139.9007477778,-304.348333333333
1158.5639,-276.7461,62214.2050580347,-306.7
1159.6758,-273.6842,62288.5569428967,-309.051666666667
1160.8708,-274.2692,62362.959352119,-311.403333333333
1162.1005,-281.6095,62437.4107094276,-313.755
1163.3503,-298.6497,62511.9133632559,-316.106666666667
1164.5561,-304.6239,62586.4733177893,-318.458333333333
1165.6995,-316.2005,62661.0903448067,-320.81
1166.7664,-322.8136,62735.7790905104,-312.308444444444
1167.7599,-330.0601,62810.5201733599,-303.806888888889
1168.7046,-331.8254,62885.3123436341,-295.305333333333
1169.5011,-327.2689,62960.1423743216,-286.803777777778
1170.2271,-317.6329,63035.0022744262,-278.302222222222
1171.0179,-297.7821,63109.882265611,-269.800666666667
1171.468,-265.042,63184.775939751,-261.299111111111
1171.7057,-247.8243,63259.6850492793,-252.797555555556
1171.8825,-248.4275,63334.5970216683,-244.296
1172.2444,-244.2956,63409.5245634457,NA
